EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM305,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,Average,Male,3,Healthcare Representative,Good,Divorced,9613,Y,No,17,Average,19,18,10,3,7.0
RM315,39,36-45,No,Travel_Rarely,Research & Development,10,Medical,Average,Male,4,Manager,Poor,Married,17068,Y,Yes,14,Average,21,21,9,11,10.0
RM327,39,36-45,No,Travel_Frequently,Research & Development,7,Medical,Average,Male,5,Manager,Good,Married,19272,Y,No,15,Average,21,21,9,13,3.0
RM328,39,36-45,Yes,Travel_Rarely,Sales,3,Medical,Good,Female,2,Sales Executive,Average,Married,5238,Y,Yes,18,Average,12,1,0,0,0.0
RM401,39,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,Poor,Male,5,Manager,Average,Divorced,19197,Y,Yes,14,Average,21,21,8,1,6.0
RM450,39,36-45,No,Travel_Frequently,Research & Development,8,Life Sciences,Average,Female,1,Laboratory Technician,Average,Married,3755,Y,No,11,Average,8,8,3,0,7.0
RM527,39,36-45,No,Travel_Rarely,Research & Development,2,Technical Degree,Good,Female,2,Healthcare Representative,Average,Single,4553,Y,No,11,Average,20,20,7,11,10.0
RM552,39,36-45,No,Travel_Rarely,Human Resources,3,Human Resources,Average,Female,2,Human Resources,Poor,Married,6389,Y,No,15,Average,12,8,3,3,6.0
RM655,39,36-45,No,Travel_Rarely,Human Resources,2,Life Sciences,Good,Female,2,Human Resources,Good,Married,5204,Y,No,11,Average,13,5,4,0,4.0
RM670,39,36-45,Yes,Travel_Rarely,Research & Development,6,Medical,Good,Male,1,Laboratory Technician,Poor,Married,2404,Y,Yes,21,Good,8,2,2,2,2.0
RM706,39,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Poor,Male,3,Sales Executive,Average,Single,7880,Y,No,18,Average,9,8,7,0,7.0
RM739,39,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Female,4,Manufacturing Director,Good,Married,12742,Y,No,16,Average,21,21,6,11,8.0
RM754,39,36-45,No,Travel_Frequently,Research & Development,22,Medical,Good,Female,3,Manufacturing Director,Poor,Single,10880,Y,Yes,13,Average,21,21,6,2,8.0
RM814,39,36-45,Yes,Travel_Frequently,Research & Development,2,Life Sciences,Poor,Male,4,Healthcare Representative,Good,Divorced,12169,Y,No,11,Average,21,18,7,11,5.0
RM817,39,36-45,No,Non_Travel,Research & Development,9,Life Sciences,Average,Male,2,Laboratory Technician,Poor,Single,6782,Y,No,15,Average,9,5,4,0,3.0
RM938,39,36-45,No,Travel_Rarely,Research & Development,13,Medical,Average,Female,4,Manager,Poor,Divorced,17123,Y,Yes,13,Average,21,19,9,15,2.0
RM941,39,36-45,Yes,Travel_Rarely,Research & Development,23,Medical,Average,Male,1,Research Scientist,Poor,Single,3904,Y,No,13,Average,6,5,2,0,3.0
RM950,39,36-45,No,Travel_Rarely,Research & Development,18,Life Sciences,Poor,Male,2,Manufacturing Director,Average,Single,4534,Y,No,11,Average,9,8,7,1,7.0
RM987,39,36-45,No,Travel_Rarely,Sales,21,Life Sciences,Poor,Male,2,Sales Executive,Good,Married,6120,Y,Yes,12,Average,8,5,4,1,4.0
RM993,39,36-45,No,Non_Travel,Research & Development,25,Life Sciences,Average,Male,3,Healthcare Representative,Average,Married,10920,Y,No,21,Good,13,6,4,0,5.0
RM1033,39,36-45,Yes,Non_Travel,Research & Development,2,Life Sciences,Poor,Female,1,Laboratory Technician,Poor,Single,3646,Y,Yes,23,Good,11,1,0,0,0.0
RM1080,39,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,Poor,Female,3,Manufacturing Director,Poor,Single,8376,Y,No,18,Average,9,2,0,2,2.0
RM1125,39,36-45,No,Travel_Rarely,Sales,6,Medical,Good,Male,3,Sales Executive,Average,Married,8237,Y,No,11,Average,11,7,6,7,6.0
RM1149,39,36-45,No,Travel_Rarely,Research & Development,10,Medical,Poor,Male,2,Manufacturing Director,Poor,Married,5377,Y,No,13,Average,10,7,7,7,7.0
RM1156,39,36-45,No,Travel_Rarely,Research & Development,3,Medical,Average,Male,2,Laboratory Technician,Average,Divorced,3069,Y,No,15,Average,11,10,8,0,7.0
RM1160,39,36-45,No,Travel_Frequently,Research & Development,4,Medical,Poor,Female,2,Manufacturing Director,Average,Single,5042,Y,No,13,Average,10,9,2,3,8.0
RM1176,39,36-45,No,Travel_Rarely,Research & Development,12,Medical,Good,Male,2,Manufacturing Director,Poor,Married,5295,Y,No,21,Good,7,5,4,1,0.0
RM1241,39,36-45,No,Non_Travel,Research & Development,1,Life Sciences,Good,Male,2,Laboratory Technician,Good,Married,6472,Y,Yes,15,Average,9,9,8,5,8.0
RM1285,39,36-45,No,Travel_Rarely,Research & Development,10,Medical,Average,Male,3,Research Director,Average,Single,13464,Y,No,21,Good,9,4,3,2,2.0
RM1293,39,36-45,No,Travel_Frequently,Sales,20,Life Sciences,Average,Male,2,Sales Executive,Good,Divorced,4127,Y,No,18,Average,7,2,1,2,2.0
RM1336,39,36-45,No,Travel_Rarely,Research & Development,19,Other,Good,Male,2,Research Scientist,Good,Divorced,3902,Y,No,14,Average,7,2,2,2,2.0
RM1367,39,36-45,No,Non_Travel,Sales,21,Life Sciences,Poor,Female,2,Sales Executive,Average,Married,5736,Y,No,19,Average,10,3,2,1,2.0
RM1373,39,36-45,No,Travel_Rarely,Research & Development,9,Medical,Poor,Male,2,Manufacturing Director,Poor,Married,5151,Y,No,25,Good,10,10,0,7,9.0
RM1404,39,36-45,No,Travel_Rarely,Sales,15,Marketing,Poor,Male,4,Sales Executive,Poor,Single,13341,Y,No,12,Average,21,20,8,11,10.0
RM1430,39,36-45,No,Travel_Rarely,Research & Development,24,Life Sciences,Poor,Male,2,Research Scientist,Good,Single,4108,Y,No,13,Average,18,7,7,1,7.0
RM1438,39,36-45,No,Non_Travel,Research & Development,9,Life Sciences,Good,Male,5,Manager,Good,Single,19431,Y,No,13,Average,21,6,0,1,3.0
RM1463,39,36-45,No,Travel_Rarely,Sales,24,Marketing,Poor,Female,4,Sales Executive,Good,Married,12031,Y,No,11,Average,21,20,9,9,6.0
RM1467,39,36-45,No,Travel_Rarely,Research & Development,6,Medical,Good,Male,3,Healthcare Representative,Poor,Married,9991,Y,No,15,Average,9,7,7,1,7.0
RM1467,39,36-45,No,Travel_Rarely,Research & Development,6,Medical,Good,Male,3,Healthcare Representative,Poor,Married,9991,Y,No,15,Average,9,7,7,1,1.0
RM091,40,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,Average,Male,4,Healthcare Representative,Poor,Married,13503,Y,No,22,Good,22,22,3,11,11.0
RM151,40,36-45,No,Travel_Frequently,Research & Development,26,Medical,Poor,Female,2,Research Scientist,Poor,Divorced,5605,Y,No,11,Average,20,20,7,2,13.0
RM159,40,36-45,No,Travel_Rarely,Sales,4,Marketing,Average,Male,3,Sales Executive,Good,Married,10855,Y,No,11,Average,15,12,11,2,11.0
RM187,40,36-45,No,Travel_Rarely,Research & Development,4,Medical,Good,Female,5,Manager,Average,Married,19033,Y,No,14,Average,21,20,8,9,9.0
RM204,40,36-45,No,Travel_Rarely,Research & Development,19,Medical,Average,Male,2,Laboratory Technician,Good,Married,2741,Y,Yes,15,Average,15,7,2,3,7.0
RM209,40,36-45,No,Non_Travel,Research & Development,9,Life Sciences,Good,Male,2,Healthcare Representative,Good,Married,4876,Y,No,14,Average,5,3,2,0,3.0
RM244,40,36-45,No,Travel_Rarely,Research & Development,24,Technical Degree,Poor,Male,2,Research Scientist,Good,Divorced,3319,Y,No,17,Average,9,9,8,4,7.0
RM258,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,Poor,Male,5,Research Director,Average,Divorced,19436,Y,No,19,Average,22,21,7,3,3.0
RM336,40,36-45,No,Travel_Rarely,Sales,1,Medical,Poor,Male,2,Sales Executive,Good,Married,7457,Y,Yes,22,Good,6,4,3,0,2.0
RM362,40,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Good,Female,1,Laboratory Technician,Average,Married,2213,Y,Yes,13,Average,10,7,7,1,3.0
RM369,40,36-45,Yes,Travel_Rarely,Sales,22,Marketing,Average,Male,2,Sales Executive,Average,Married,6380,Y,Yes,12,Average,8,6,4,1,0.0
RM388,40,36-45,No,Travel_Rarely,Sales,2,Marketing,Good,Female,2,Sales Executive,Poor,Divorced,5715,Y,No,12,Average,8,5,4,1,3.0
RM392,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,Poor,Female,2,Laboratory Technician,Average,Married,3448,Y,No,22,Good,20,1,0,0,0.0
RM418,40,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Average,Female,5,Manager,Average,Married,18041,Y,No,14,Average,21,20,15,1,12.0
RM449,40,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,Poor,Female,4,Manufacturing Director,Average,Single,13237,Y,No,15,Average,22,20,6,5,13.0
RM459,40,36-45,No,Non_Travel,Sales,28,Other,Average,Male,3,Sales Executive,Poor,Divorced,10932,Y,No,15,Average,20,1,0,0,1.0
RM534,40,36-45,No,Travel_Frequently,Sales,5,Life Sciences,Good,Male,3,Sales Executive,Poor,Married,10475,Y,Yes,21,Good,20,18,13,1,12.0
RM554,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,Good,Female,1,Research Scientist,Good,Single,2342,Y,Yes,20,Good,5,4,2,2,3.0
RM583,40,36-45,No,Travel_Frequently,Research & Development,2,Medical,Average,Female,2,Healthcare Representative,Poor,Married,4244,Y,No,24,Good,8,8,7,3,7.0
RM602,40,36-45,No,Travel_Frequently,Research & Development,16,Medical,Poor,Male,2,Laboratory Technician,Average,Single,5094,Y,No,14,Average,10,1,0,0,0.0
RM685,40,36-45,No,Travel_Rarely,Sales,10,Marketing,Poor,Male,3,Sales Executive,Poor,Divorced,9705,Y,No,12,Average,11,1,0,0,0.0
RM692,40,36-45,No,Travel_Frequently,Research & Development,9,Medical,Good,Male,1,Research Scientist,Poor,Divorced,3617,Y,Yes,14,Average,3,1,1,0,0.0
RM707,40,36-45,Yes,Non_Travel,Sales,24,Life Sciences,Poor,Female,4,Sales Executive,Poor,Single,13194,Y,Yes,16,Average,22,1,0,0,0.0
RM769,40,36-45,No,Travel_Rarely,Sales,26,Marketing,Average,Male,2,Sales Executive,Poor,Married,8396,Y,No,14,Average,8,7,7,7,5.0
RM786,40,36-45,No,Travel_Rarely,Research & Development,20,Technical Degree,Poor,Male,3,Healthcare Representative,Good,Married,10322,Y,No,20,Good,14,11,10,11,1.0
RM815,40,36-45,No,Travel_Rarely,Research & Development,14,Medical,Average,Male,5,Research Director,Average,Single,19626,Y,No,14,Average,21,20,7,4,9.0
RM838,40,36-45,No,Travel_Frequently,Research & Development,9,Medical,Poor,Female,3,Research Director,Average,Single,13499,Y,No,17,Average,20,18,7,2,13.0
RM846,40,36-45,No,Travel_Frequently,Research & Development,26,Medical,Average,Female,2,Research Scientist,Good,Married,4422,Y,Yes,13,Average,16,1,1,0,0.0
RM867,40,36-45,No,Travel_Frequently,Sales,2,Medical,Poor,Male,2,Sales Executive,Poor,Married,4327,Y,No,12,Average,5,0,0,0,0.0
RM885,40,36-45,No,Travel_Rarely,Sales,10,Technical Degree,Poor,Female,2,Sales Executive,Poor,Divorced,6852,Y,No,12,Average,7,5,1,1,3.0
RM947,40,36-45,Yes,Travel_Rarely,Sales,25,Marketing,Good,Male,3,Sales Executive,Poor,Single,9094,Y,Yes,12,Average,9,5,4,1,0.0
RM958,40,36-45,No,Non_Travel,Research & Development,16,Life Sciences,Average,Male,1,Research Scientist,Average,Divorced,3544,Y,No,16,Average,6,4,2,0,0.0
RM960,40,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Male,2,Research Scientist,Good,Single,4661,Y,No,13,Average,9,9,8,8,8.0
RM968,40,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Married,2387,Y,No,22,Good,7,4,2,0,3.0
RM979,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,Poor,Female,2,Healthcare Representative,Average,Divorced,6377,Y,No,20,Good,15,12,11,11,8.0
RM1030,40,36-45,No,Non_Travel,Research & Development,9,Other,Average,Male,2,Laboratory Technician,Average,Divorced,3975,Y,No,11,Average,11,8,7,0,7.0
RM1041,40,36-45,No,Non_Travel,Research & Development,8,Medical,Good,Male,3,Research Director,Poor,Divorced,13757,Y,No,11,Average,16,9,8,4,8.0
RM1046,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,Average,Male,1,Research Scientist,Average,Divorced,2345,Y,No,14,Average,8,3,1,1,2.0
RM1084,40,36-45,Yes,Travel_Rarely,Research & Development,9,Life Sciences,Good,Male,1,Laboratory Technician,Poor,Single,2018,Y,No,14,Average,15,5,4,1,0.0
RM1095,40,36-45,No,Travel_Rarely,Sales,9,Medical,Poor,Male,2,Sales Executive,Poor,Married,5473,Y,No,12,Average,9,8,4,7,1.0
RM1097,40,36-45,No,Travel_Rarely,Human Resources,6,Medical,Average,Male,4,Manager,Good,Single,16437,Y,Yes,21,Good,21,21,7,7,7.0
RM1099,40,36-45,No,Non_Travel,Research & Development,8,Life Sciences,Good,Male,2,Healthcare Representative,Good,Divorced,4069,Y,Yes,18,Average,8,2,2,2,2.0
RM1133,40,36-45,No,Travel_Rarely,Sales,14,Life Sciences,Good,Female,2,Sales Executive,Poor,Married,4639,Y,No,15,Average,5,5,4,1,2.0
RM1157,40,36-45,No,Travel_Rarely,Research & Development,15,Life Sciences,Poor,Female,3,Manufacturing Director,Average,Married,10435,Y,No,13,Average,18,18,15,14,12.0
RM1165,40,36-45,No,Travel_Rarely,Research & Development,16,Life Sciences,Average,Female,3,Manufacturing Director,Good,Single,7945,Y,Yes,15,Average,18,4,2,3,3.0
RM1172,40,36-45,Yes,Travel_Rarely,Research & Development,7,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Single,2166,Y,Yes,14,Average,10,4,2,0,3.0
RM1230,40,36-45,No,Travel_Rarely,Research & Development,8,Life Sciences,Poor,Female,2,Manufacturing Director,Poor,Married,6516,Y,Yes,16,Average,18,1,0,0,0.0
RM1243,40,36-45,No,Travel_Rarely,Sales,7,Medical,Poor,Male,5,Manager,Poor,Single,19833,Y,No,14,Average,21,21,8,12,8.0
RM1287,40,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Female,1,Laboratory Technician,Poor,Married,3377,Y,No,17,Average,7,4,3,0,2.0
RM1300,40,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Average,Female,2,Healthcare Representative,Good,Divorced,6513,Y,No,17,Average,12,5,3,0,3.0
RM1305,40,36-45,No,Travel_Rarely,Research & Development,12,Life Sciences,Poor,Female,2,Healthcare Representative,Poor,Divorced,4448,Y,No,12,Average,15,7,4,7,7.0
RM1349,40,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,4,Manager,Poor,Divorced,16823,Y,No,11,Average,22,19,7,11,16.0
RM1410,40,36-45,No,Travel_Frequently,Research & Development,11,Technical Degree,Good,Female,2,Laboratory Technician,Average,Married,6323,Y,No,11,Average,10,10,9,9,4.0
RM1411,40,36-45,No,Travel_Rarely,Sales,2,Marketing,Poor,Female,2,Sales Executive,Poor,Married,5677,Y,No,14,Average,15,11,8,5,10.0
RM1428,40,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,1,Laboratory Technician,Good,Married,2406,Y,No,19,Average,8,1,0,0,0.0
RM1456,40,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Male,1,Research Scientist,Average,Single,2809,Y,No,14,Average,8,2,2,2,2.0
RM1458,40,36-45,No,Travel_Rarely,Research & Development,2,Medical,Average,Female,1,Research Scientist,Average,Married,2001,Y,No,14,Average,20,5,3,0,2.0
RM001,41,36-45,Yes,Travel_Rarely,Sales,1,Life Sciences,Poor,Female,2,Sales Executive,Good,Single,5993,Y,Yes,11,Average,8,6,4,0,5.0
RM046,41,36-45,Yes,Travel_Rarely,Research & Development,12,Technical Degree,Poor,Female,5,Research Director,Average,Married,19545,Y,No,12,Average,23,22,15,15,8.0
RM134,41,36-45,No,Travel_Rarely,Sales,9,Life Sciences,Average,Male,3,Sales Executive,Average,Divorced,8189,Y,Yes,13,Average,12,9,7,0,7.0
RM148,41,36-45,No,Travel_Frequently,Research & Development,10,Life Sciences,Good,Male,4,Manager,Poor,Divorced,17181,Y,No,13,Average,21,7,6,7,7.0
RM149,41,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,Average,Male,1,Laboratory Technician,Poor,Married,2238,Y,No,21,Good,7,5,0,1,4.0
RM167,41,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,Poor,Male,1,Research Scientist,Average,Divorced,2451,Y,No,12,Average,13,9,8,1,8.0
RM183,41,36-45,Yes,Travel_Rarely,Sales,20,Marketing,Poor,Female,1,Sales Representative,Poor,Single,3140,Y,Yes,22,Good,4,4,3,0,2.0
RM216,41,36-45,No,Travel_Rarely,Sales,6,Life Sciences,Good,Female,3,Manager,Good,Single,13591,Y,Yes,18,Average,16,1,0,0,0.0
RM243,41,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,Average,Male,2,Research Scientist,Poor,Divorced,3072,Y,No,16,Average,17,1,0,0,0.0
RM301,41,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Good,Male,4,Manager,Poor,Single,16015,Y,No,19,Average,22,22,10,0,4.0
RM347,41,36-45,No,Travel_Rarely,Research & Development,6,Medical,Good,Male,2,Manufacturing Director,Poor,Single,6032,Y,Yes,15,Average,8,5,4,1,2.0
RM367,41,36-45,Yes,Travel_Frequently,Sales,4,Marketing,Poor,Male,2,Sales Executive,Poor,Single,9355,Y,No,18,Average,8,8,7,7,7.0
RM404,41,36-45,No,Travel_Rarely,Sales,1,Marketing,Poor,Male,3,Sales Executive,Poor,Married,8392,Y,No,16,Average,10,10,7,0,3.0
RM447,41,36-45,No,Non_Travel,Sales,10,Life Sciences,Good,Male,2,Sales Executive,Good,Single,6230,Y,No,14,Average,16,14,3,1,10.0
RM460,41,36-45,No,Non_Travel,Research & Development,2,Other,Poor,Female,2,Healthcare Representative,Average,Single,6811,Y,Yes,17,Average,10,8,7,0,7.0
RM467,41,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Poor,Female,4,Manager,Poor,Married,16595,Y,No,16,Average,22,18,16,11,8.0
RM536,41,36-45,No,Travel_Rarely,Human Resources,10,Human Resources,Poor,Male,5,Manager,Good,Divorced,19141,Y,No,15,Average,23,21,6,12,6.0
RM539,41,36-45,No,Travel_Rarely,Human Resources,1,Human Resources,Good,Male,5,Manager,Average,Married,19189,Y,No,12,Average,22,22,7,2,10.0
RM668,41,36-45,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Female,1,Laboratory Technician,Good,Divorced,2778,Y,Yes,13,Average,10,7,7,1,0.0
RM687,41,36-45,No,Travel_Rarely,Research & Development,6,Medical,Good,Male,1,Laboratory Technician,Poor,Single,4721,Y,Yes,13,Average,20,18,13,2,17.0
RM717,41,36-45,No,Travel_Frequently,Research & Development,9,Medical,Poor,Male,5,Research Director,Average,Divorced,19419,Y,No,17,Average,21,18,16,0,11.0
RM738,41,36-45,No,Travel_Rarely,Research & Development,7,Medical,Good,Female,2,Manufacturing Director,Average,Single,5003,Y,No,14,Average,8,2,2,2,1.0
RM747,41,36-45,No,Non_Travel,Research & Development,7,Life Sciences,Poor,Female,5,Research Director,Average,Divorced,19973,Y,No,22,Good,21,21,16,5,10.0
RM784,41,36-45,No,Travel_Rarely,Research & Development,7,Technical Degree,Poor,Female,1,Research Scientist,Average,Married,3376,Y,No,13,Average,10,10,6,0,8.0
RM831,41,36-45,No,Travel_Rarely,Research & Development,12,Life Sciences,Poor,Male,1,Laboratory Technician,Good,Married,4766,Y,Yes,11,Average,6,1,0,0,0.0
RM865,41,36-45,Yes,Non_Travel,Research & Development,5,Life Sciences,Poor,Male,1,Research Scientist,Poor,Divorced,2107,Y,No,17,Average,5,1,0,0,0.0
RM952,41,36-45,No,Non_Travel,Sales,10,Medical,Average,Male,2,Sales Executive,Poor,Single,6151,Y,No,13,Average,19,19,2,11,9.0
RM961,41,36-45,No,Travel_Frequently,Sales,1,Marketing,Average,Female,2,Sales Executive,Poor,Divorced,4103,Y,No,17,Average,10,9,3,1,7.0
RM989,41,36-45,No,Travel_Frequently,Research & Development,22,Life Sciences,Good,Female,2,Research Scientist,Good,Divorced,5467,Y,Yes,14,Average,12,6,2,3,3.0
RM1029,41,36-45,No,Travel_Rarely,Research & Development,5,Medical,Poor,Male,1,Research Scientist,Average,Married,2127,Y,Yes,12,Average,7,4,2,0,3.0
RM1197,41,36-45,No,Travel_Rarely,Sales,23,Life Sciences,Good,Male,3,Sales Executive,Average,Single,7082,Y,Yes,16,Average,21,2,0,0,2.0
RM1219,41,36-45,No,Travel_Rarely,Sales,6,Marketing,Good,Male,3,Sales Executive,Average,Single,9241,Y,No,12,Average,10,10,8,8,7.0
RM1229,41,36-45,No,Non_Travel,Human Resources,4,Human Resources,Average,Male,2,Human Resources,Poor,Married,6430,Y,No,19,Average,10,3,2,1,2.0
RM1267,41,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,Average,Male,1,Laboratory Technician,Poor,Divorced,2289,Y,No,20,Good,5,5,3,0,4.0
RM1295,41,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,Poor,Male,2,Healthcare Representative,Poor,Single,6870,Y,No,12,Average,11,3,2,1,2.0
RM1296,41,36-45,No,Travel_Rarely,Sales,4,Marketing,Average,Female,3,Sales Executive,Average,Divorced,10447,Y,Yes,13,Average,23,22,14,13,5.0
RM1357,41,36-45,No,Travel_Rarely,Sales,8,Marketing,Average,Female,2,Sales Executive,Poor,Married,4393,Y,No,21,Good,14,5,4,1,4.0
RM1421,41,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Male,1,Research Scientist,Good,Married,2782,Y,No,22,Good,12,5,3,1,0.0
RM1446,41,36-45,No,Travel_Rarely,Research & Development,28,Life Sciences,Poor,Female,4,Manufacturing Director,Poor,Married,13570,Y,No,23,Good,21,20,7,0,10.0
RM1449,41,36-45,No,Travel_Rarely,Sales,3,Life Sciences,Average,Male,2,Sales Executive,Poor,Divorced,8938,Y,No,11,Average,14,5,4,0,4.0
RM028,42,36-45,No,Travel_Rarely,Sales,8,Marketing,Average,Male,2,Sales Executive,Poor,Married,6825,Y,No,11,Average,10,9,7,4,3.0
RM198,42,36-45,No,Non_Travel,Research & Development,21,Medical,Average,Female,2,Manufacturing Director,Average,Divorced,5265,Y,No,16,Average,11,5,3,0,2.0
RM232,42,36-45,No,Travel_Rarely,Research & Development,4,Technical Degree,Average,Male,5,Manager,Good,Married,19232,Y,No,11,Average,22,22,17,11,15.0
RM254,42,36-45,No,Travel_Rarely,Research & Development,17,Life Sciences,Good,Female,2,Research Scientist,Poor,Single,6545,Y,Yes,13,Average,10,3,2,0,3.0
RM257,42,36-45,No,Travel_Rarely,Research & Development,2,Medical,Good,Female,1,Laboratory Technician,Poor,Divorced,2593,Y,Yes,11,Average,10,9,6,7,3.0
RM282,42,36-45,No,Travel_Rarely,Sales,1,Life Sciences,Poor,Male,2,Sales Executive,Average,Married,4907,Y,No,25,Good,20,20,16,11,6.0
RM296,42,36-45,No,Travel_Frequently,Sales,26,Marketing,Average,Female,4,Sales Executive,Poor,Married,13525,Y,No,14,Average,23,20,4,4,8.0
RM349,42,36-45,No,Travel_Rarely,Research & Development,23,Life Sciences,Poor,Female,4,Research Director,Good,Single,15992,Y,No,14,Average,16,1,0,0,0.0
